"148","235","19","0","26","2015-06-09 14:56:37"
"149","240","19","0","26","2015-06-09 14:56:50"
"150","21","19","0","26","2015-06-09 14:56:58"
"151","277","19","0","26","2015-06-09 14:57:10"
"152","239","19","0","26","2015-06-09 14:57:18"
"153","133","19","0","26","2015-06-09 14:57:30"
"154","258","19","0","26","2015-06-09 14:57:41"
"155","200","19","0","26","2015-06-09 14:57:55"
"156","380","19","0","26","2015-06-09 14:58:11"
"157","333","20","0","26","2015-06-09 14:59:03"
"158","229","20","0","26","2015-06-09 14:59:20"
"159","65","20","0","26","2015-06-09 14:59:49"
"160","306","20","0","26","2015-06-09 15:00:01"
"161","168","20","0","26","2015-06-09 15:00:12"
"162","66","20","0","26","2015-06-09 15:00:24"
"163","64","20","0","26","2015-06-09 15:00:33"
"164","123","20","0","26","2015-06-09 15:00:56"
"165","348","20","0","26","2015-06-09 15:01:06"
"166","150","20","0","26","2015-06-09 15:01:18"
"167","347","20","0","26","2015-06-09 15:01:29"
"168","222","20","0","26","2015-06-09 15:01:38"
"169","241","20","0","26","2015-06-09 15:01:45"
"170","291","20","0","26","2015-06-09 15:01:52"
"171","137","20","0","26","2015-06-09 15:02:04"
"172","340","20","0","26","2015-06-09 15:02:14"
"173","288","20","0","26","2015-06-09 15:02:21"
"174","42","20","0","26","2015-06-09 15:02:34"
"175","80","20","0","26","2015-06-09 15:02:50"
"176","121","20","0","26","2015-06-09 15:03:01"
"177","329","20","0","26","2015-06-09 15:03:13"
"178","343","20","0","26","2015-06-09 15:03:27"
"179","305","20","0","26","2015-06-09 15:03:35"
"180","71","20","0","26","2015-06-09 15:03:45"
"181","169","20","0","26","2015-06-09 15:03:54"
"182","246","21","0","26","2015-06-09 15:08:09"
"183","366","21","0","26","2015-06-09 15:08:29"
"184","274","21","0","26","2015-06-09 15:08:42"
"185","357","21","0","26","2015-06-09 15:08:53"
"186","167","21","0","26","2015-06-09 15:09:01"
"187","199","21","0","26","2015-06-09 15:09:11"
"188","294","21","0","26","2015-06-09 15:09:23"
"189","200","21","0","26","2015-06-09 15:09:34"
"190","4","21","0","26","2015-06-09 15:09:50"
"191","4","20","0","26","2015-06-09 15:10:39"
